REGION,COLONY,COLONY_IMAGES,HERO,ASCENTION_QUEST_NAME,RECOMMENDED_LEVEL,CHAPTER,POST_GAME_QUEST,HOW_TO_ACCEPT_QUEST,QUEST,HERO_IMAGES,HERO_INFO,ASCENTION_PRE_REQUISIT_HEADER,ASCENTION_PRE_REQUISIT_VALUE,HERO_ASCENTION
Fornis Region,Colony 30,https://charalambosbucket1.s3.amazonaws.com/f9249b69464c476b5ef718b1b54db25c.png,Valdi,Ascension Quest: Im a Mechanic Walkthrough ,Lv. 26,Chapter 3,NULL,Only available after completing The Kind Right Hand Hero Quest. Gather Info at Colony 30 and Discuss it at a Rest Stop.,Big Friendly Friend,https://charalambosbucket1.s3.amazonaws.com/ea1443be3a0f6ae962e745071f514434.png,Healer,Chapter,Chapter 5,Valdi
Fornis Region,Colony 30,https://charalambosbucket1.s3.amazonaws.com/f9249b69464c476b5ef718b1b54db25c.png,Valdi,Ascension Quest: Im a Mechanic Walkthrough ,Lv. 26,Chapter 3,NULL,Only available after completing The Kind Right Hand Hero Quest. Gather Info at Colony 30 and Discuss it at a Rest Stop.,Big Friendly Friend,https://charalambosbucket1.s3.amazonaws.com/ea1443be3a0f6ae962e745071f514434.png,Healer,How to Unlock,Complete Phase 5 of building Dorrick (Repapa's item lists) and rank up the War Medic class to Rank 10.,Valdi
Fornis Region,Colony 30,https://charalambosbucket1.s3.amazonaws.com/f9249b69464c476b5ef718b1b54db25c.png,Valdi,Ascension Quest: Im a Mechanic Walkthrough ,Lv. 26,Chapter 3,NULL,Only available after completing The Kind Right Hand Hero Quest. Gather Info at Colony 30 and Discuss it at a Rest Stop.,Big Friendly Friend,https://charalambosbucket1.s3.amazonaws.com/ea1443be3a0f6ae962e745071f514434.png,Healer,Recommended Level,42,Valdi
Fornis Region,Colony 30,https://charalambosbucket1.s3.amazonaws.com/f9249b69464c476b5ef718b1b54db25c.png,Valdi,Ascension Quest: Im a Mechanic Walkthrough ,Lv. 26,Chapter 3,NULL,Only available after completing The Kind Right Hand Hero Quest. Gather Info at Colony 30 and Discuss it at a Rest Stop.,Big Friendly Friend,https://charalambosbucket1.s3.amazonaws.com/ea1443be3a0f6ae962e745071f514434.png,Healer,Quest Giver,Yuzet,Valdi
Pentelas Region,Colony Tau,https://charalambosbucket1.s3.amazonaws.com/724fd6656980504f8eb04e26456239db.png,Juniper,Ascension Quest: Survivors Walkthrough ,Lv. 55,Chapter 2,NULL,"Talk to Shillshill at the Hillside Ferronis Hulk after completing ""The Hillside Hulk"".",Nopon Register,https://charalambosbucket1.s3.amazonaws.com/23cfca14cbfc3d4d4f367972cbbceff8.png,Juniper,Chapter,Chapter 5,
Pentelas Region,Colony Tau,https://charalambosbucket1.s3.amazonaws.com/724fd6656980504f8eb04e26456239db.png,Juniper,Ascension Quest: Survivors Walkthrough ,Lv. 55,Chapter 2,NULL,"Talk to Shillshill at the Hillside Ferronis Hulk after completing ""The Hillside Hulk"".",Nopon Register,https://charalambosbucket1.s3.amazonaws.com/23cfca14cbfc3d4d4f367972cbbceff8.png,Juniper,How to Unlock,Complete the Standard Quest “Learning from Lambda” and rank up Stalker to Rank 10 on any of your characters.,
Pentelas Region,Colony Tau,https://charalambosbucket1.s3.amazonaws.com/724fd6656980504f8eb04e26456239db.png,Juniper,Ascension Quest: Survivors Walkthrough ,Lv. 55,Chapter 2,NULL,"Talk to Shillshill at the Hillside Ferronis Hulk after completing ""The Hillside Hulk"".",Nopon Register,https://charalambosbucket1.s3.amazonaws.com/23cfca14cbfc3d4d4f367972cbbceff8.png,Juniper,Recommended Level,48,
Pentelas Region,Colony Tau,https://charalambosbucket1.s3.amazonaws.com/724fd6656980504f8eb04e26456239db.png,Juniper,Ascension Quest: Survivors Walkthrough ,Lv. 55,Chapter 2,NULL,"Talk to Shillshill at the Hillside Ferronis Hulk after completing ""The Hillside Hulk"".",Nopon Register,https://charalambosbucket1.s3.amazonaws.com/23cfca14cbfc3d4d4f367972cbbceff8.png,Juniper,Quest Giver,N/A,
Pentelas Region,Colony Tau,https://charalambosbucket1.s3.amazonaws.com/724fd6656980504f8eb04e26456239db.png,Juniper,Ascension Quest: Survivors Walkthrough ,Lv. 55,Chapter 2,NULL,"Talk to Shillshill at the Hillside Ferronis Hulk after completing ""The Hillside Hulk"".",Nopon Register,https://charalambosbucket1.s3.amazonaws.com/0bf3214ae03872b5f8303a554694f0b1.png,Stalker,Chapter,Chapter 5,
Pentelas Region,Colony Tau,https://charalambosbucket1.s3.amazonaws.com/724fd6656980504f8eb04e26456239db.png,Juniper,Ascension Quest: Survivors Walkthrough ,Lv. 55,Chapter 2,NULL,"Talk to Shillshill at the Hillside Ferronis Hulk after completing ""The Hillside Hulk"".",Nopon Register,https://charalambosbucket1.s3.amazonaws.com/0bf3214ae03872b5f8303a554694f0b1.png,Stalker,How to Unlock,Complete the Standard Quest “Learning from Lambda” and rank up Stalker to Rank 10 on any of your characters.,
Pentelas Region,Colony Tau,https://charalambosbucket1.s3.amazonaws.com/724fd6656980504f8eb04e26456239db.png,Juniper,Ascension Quest: Survivors Walkthrough ,Lv. 55,Chapter 2,NULL,"Talk to Shillshill at the Hillside Ferronis Hulk after completing ""The Hillside Hulk"".",Nopon Register,https://charalambosbucket1.s3.amazonaws.com/0bf3214ae03872b5f8303a554694f0b1.png,Stalker,Recommended Level,48,
Pentelas Region,Colony Tau,https://charalambosbucket1.s3.amazonaws.com/724fd6656980504f8eb04e26456239db.png,Juniper,Ascension Quest: Survivors Walkthrough ,Lv. 55,Chapter 2,NULL,"Talk to Shillshill at the Hillside Ferronis Hulk after completing ""The Hillside Hulk"".",Nopon Register,https://charalambosbucket1.s3.amazonaws.com/0bf3214ae03872b5f8303a554694f0b1.png,Stalker,Quest Giver,N/A,
Pentelas Region,Colony Tau,https://charalambosbucket1.s3.amazonaws.com/724fd6656980504f8eb04e26456239db.png,Juniper,Ascension Quest: Survivors Walkthrough ,Lv. 55,Chapter 2,NULL,"Talk to Shillshill at the Hillside Ferronis Hulk after completing ""The Hillside Hulk"".",Nopon Register,https://charalambosbucket1.s3.amazonaws.com/72c9d76ee6357debb42e37c7cd1b0c61.png,Attacker,Chapter,Chapter 5,
Pentelas Region,Colony Tau,https://charalambosbucket1.s3.amazonaws.com/724fd6656980504f8eb04e26456239db.png,Juniper,Ascension Quest: Survivors Walkthrough ,Lv. 55,Chapter 2,NULL,"Talk to Shillshill at the Hillside Ferronis Hulk after completing ""The Hillside Hulk"".",Nopon Register,https://charalambosbucket1.s3.amazonaws.com/72c9d76ee6357debb42e37c7cd1b0c61.png,Attacker,How to Unlock,Complete the Standard Quest “Learning from Lambda” and rank up Stalker to Rank 10 on any of your characters.,
Pentelas Region,Colony Tau,https://charalambosbucket1.s3.amazonaws.com/724fd6656980504f8eb04e26456239db.png,Juniper,Ascension Quest: Survivors Walkthrough ,Lv. 55,Chapter 2,NULL,"Talk to Shillshill at the Hillside Ferronis Hulk after completing ""The Hillside Hulk"".",Nopon Register,https://charalambosbucket1.s3.amazonaws.com/72c9d76ee6357debb42e37c7cd1b0c61.png,Attacker,Recommended Level,48,
Pentelas Region,Colony Tau,https://charalambosbucket1.s3.amazonaws.com/724fd6656980504f8eb04e26456239db.png,Juniper,Ascension Quest: Survivors Walkthrough ,Lv. 55,Chapter 2,NULL,"Talk to Shillshill at the Hillside Ferronis Hulk after completing ""The Hillside Hulk"".",Nopon Register,https://charalambosbucket1.s3.amazonaws.com/72c9d76ee6357debb42e37c7cd1b0c61.png,Attacker,Quest Giver,N/A,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 63,Chapter 7,NULL,This is Ashera's Ascension Quest. You must have completed Side Story: Noah first. Head to the Question Mark at Old Kana Battlefied in the south of Fornis Region with Ashera in your party. Eunie must be at rank 10 as a Lone Exile.,A Deep-Seated Scar,https://charalambosbucket1.s3.amazonaws.com/2e8db13f7cb54798ec6c0269b4784092.png,Melia,Quest Giver,N/A,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 63,Chapter 7,NULL,This is Ashera's Ascension Quest. You must have completed Side Story: Noah first. Head to the Question Mark at Old Kana Battlefied in the south of Fornis Region with Ashera in your party. Eunie must be at rank 10 as a Lone Exile.,A Deep-Seated Scar,https://charalambosbucket1.s3.amazonaws.com/2e8db13f7cb54798ec6c0269b4784092.png,Melia,Chapter,Chapter 7,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 63,Chapter 7,NULL,This is Ashera's Ascension Quest. You must have completed Side Story: Noah first. Head to the Question Mark at Old Kana Battlefied in the south of Fornis Region with Ashera in your party. Eunie must be at rank 10 as a Lone Exile.,A Deep-Seated Scar,https://charalambosbucket1.s3.amazonaws.com/2e8db13f7cb54798ec6c0269b4784092.png,Melia,How to Unlock,Finish the game & get Royal Summoner to Rank 10.,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 63,Chapter 7,NULL,This is Ashera's Ascension Quest. You must have completed Side Story: Noah first. Head to the Question Mark at Old Kana Battlefied in the south of Fornis Region with Ashera in your party. Eunie must be at rank 10 as a Lone Exile.,A Deep-Seated Scar,https://charalambosbucket1.s3.amazonaws.com/2e8db13f7cb54798ec6c0269b4784092.png,Melia,Recommended Level,80,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 63,Chapter 7,NULL,This is Ashera's Ascension Quest. You must have completed Side Story: Noah first. Head to the Question Mark at Old Kana Battlefied in the south of Fornis Region with Ashera in your party. Eunie must be at rank 10 as a Lone Exile.,A Deep-Seated Scar,https://charalambosbucket1.s3.amazonaws.com/493789bbd4966f24a0f86c7baa33acea.png,RoyalSummoner,Quest Giver,N/A,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 63,Chapter 7,NULL,This is Ashera's Ascension Quest. You must have completed Side Story: Noah first. Head to the Question Mark at Old Kana Battlefied in the south of Fornis Region with Ashera in your party. Eunie must be at rank 10 as a Lone Exile.,A Deep-Seated Scar,https://charalambosbucket1.s3.amazonaws.com/493789bbd4966f24a0f86c7baa33acea.png,RoyalSummoner,Chapter,Chapter 7,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 63,Chapter 7,NULL,This is Ashera's Ascension Quest. You must have completed Side Story: Noah first. Head to the Question Mark at Old Kana Battlefied in the south of Fornis Region with Ashera in your party. Eunie must be at rank 10 as a Lone Exile.,A Deep-Seated Scar,https://charalambosbucket1.s3.amazonaws.com/493789bbd4966f24a0f86c7baa33acea.png,RoyalSummoner,How to Unlock,Finish the game & get Royal Summoner to Rank 10.,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 63,Chapter 7,NULL,This is Ashera's Ascension Quest. You must have completed Side Story: Noah first. Head to the Question Mark at Old Kana Battlefied in the south of Fornis Region with Ashera in your party. Eunie must be at rank 10 as a Lone Exile.,A Deep-Seated Scar,https://charalambosbucket1.s3.amazonaws.com/493789bbd4966f24a0f86c7baa33acea.png,RoyalSummoner,Recommended Level,80,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 63,Chapter 7,NULL,This is Ashera's Ascension Quest. You must have completed Side Story: Noah first. Head to the Question Mark at Old Kana Battlefied in the south of Fornis Region with Ashera in your party. Eunie must be at rank 10 as a Lone Exile.,A Deep-Seated Scar,https://charalambosbucket1.s3.amazonaws.com/72c9d76ee6357debb42e37c7cd1b0c61.png,Attacker,Quest Giver,N/A,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 63,Chapter 7,NULL,This is Ashera's Ascension Quest. You must have completed Side Story: Noah first. Head to the Question Mark at Old Kana Battlefied in the south of Fornis Region with Ashera in your party. Eunie must be at rank 10 as a Lone Exile.,A Deep-Seated Scar,https://charalambosbucket1.s3.amazonaws.com/72c9d76ee6357debb42e37c7cd1b0c61.png,Attacker,Chapter,Chapter 7,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 63,Chapter 7,NULL,This is Ashera's Ascension Quest. You must have completed Side Story: Noah first. Head to the Question Mark at Old Kana Battlefied in the south of Fornis Region with Ashera in your party. Eunie must be at rank 10 as a Lone Exile.,A Deep-Seated Scar,https://charalambosbucket1.s3.amazonaws.com/72c9d76ee6357debb42e37c7cd1b0c61.png,Attacker,How to Unlock,Finish the game & get Royal Summoner to Rank 10.,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 63,Chapter 7,NULL,This is Ashera's Ascension Quest. You must have completed Side Story: Noah first. Head to the Question Mark at Old Kana Battlefied in the south of Fornis Region with Ashera in your party. Eunie must be at rank 10 as a Lone Exile.,A Deep-Seated Scar,https://charalambosbucket1.s3.amazonaws.com/72c9d76ee6357debb42e37c7cd1b0c61.png,Attacker,Recommended Level,80,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Noah,Ascension Quest: Side Story: Noah Walkthrough ,Lv. 63,Chapter 7,NULL,This is Ashera's Ascension Quest. You must have completed Side Story: Noah first. Head to the Question Mark at Old Kana Battlefied in the south of Fornis Region with Ashera in your party. Eunie must be at rank 10 as a Lone Exile.,A Deep-Seated Scar,https://charalambosbucket1.s3.amazonaws.com/9ccf9394c7091af0cd4dacf6b9519ff4.png,Noah,Quest Giver,N/A,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Noah,Ascension Quest: Side Story: Noah Walkthrough ,Lv. 63,Chapter 7,NULL,This is Ashera's Ascension Quest. You must have completed Side Story: Noah first. Head to the Question Mark at Old Kana Battlefied in the south of Fornis Region with Ashera in your party. Eunie must be at rank 10 as a Lone Exile.,A Deep-Seated Scar,https://charalambosbucket1.s3.amazonaws.com/9ccf9394c7091af0cd4dacf6b9519ff4.png,Noah,Chapter,Chapter 7,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Noah,Ascension Quest: Side Story: Noah Walkthrough ,Lv. 63,Chapter 7,NULL,This is Ashera's Ascension Quest. You must have completed Side Story: Noah first. Head to the Question Mark at Old Kana Battlefied in the south of Fornis Region with Ashera in your party. Eunie must be at rank 10 as a Lone Exile.,A Deep-Seated Scar,https://charalambosbucket1.s3.amazonaws.com/9ccf9394c7091af0cd4dacf6b9519ff4.png,Noah,Recommended Level,60,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Noah,Ascension Quest: Side Story: Noah Walkthrough ,Lv. 63,Chapter 7,NULL,This is Ashera's Ascension Quest. You must have completed Side Story: Noah first. Head to the Question Mark at Old Kana Battlefied in the south of Fornis Region with Ashera in your party. Eunie must be at rank 10 as a Lone Exile.,A Deep-Seated Scar,https://charalambosbucket1.s3.amazonaws.com/9ccf9394c7091af0cd4dacf6b9519ff4.png,Noah,How to Unlock,Progress through Chapter 7,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Noah,Ascension Quest: Side Story: Noah Walkthrough ,Lv. 63,Chapter 7,NULL,This is Ashera's Ascension Quest. You must have completed Side Story: Noah first. Head to the Question Mark at Old Kana Battlefied in the south of Fornis Region with Ashera in your party. Eunie must be at rank 10 as a Lone Exile.,A Deep-Seated Scar,https://charalambosbucket1.s3.amazonaws.com/348b805266b57bc5399d9d773a8c4232.png,Swordfighter,Quest Giver,N/A,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Noah,Ascension Quest: Side Story: Noah Walkthrough ,Lv. 63,Chapter 7,NULL,This is Ashera's Ascension Quest. You must have completed Side Story: Noah first. Head to the Question Mark at Old Kana Battlefied in the south of Fornis Region with Ashera in your party. Eunie must be at rank 10 as a Lone Exile.,A Deep-Seated Scar,https://charalambosbucket1.s3.amazonaws.com/348b805266b57bc5399d9d773a8c4232.png,Swordfighter,Chapter,Chapter 7,
